,uri,full_uri,layer_size,platform,arch,digest,os,schema_version
0,ghcr.io/converged-computing/lammps-time-slim,ghcr.io/converged-computing/lammps-time-slim:latest,30439933,{},unknown,sha256:7478e0ac0f23f94b2f27848fbcdf804a670fbf8d4bab26df842d40a10cd33059,unknown,2
1,ghcr.io/converged-computing/lammps-time-slim,ghcr.io/converged-computing/lammps-time-slim:latest,58116434,{},unknown,sha256:1af7ed77daafd11fe41e1dc51e6e5c93a1f8a85bcded5957d2020d3f3f2558ad,unknown,2
2,ghcr.io/converged-computing/lammps-time-slim,ghcr.io/converged-computing/lammps-time-slim:latest,181,{},unknown,sha256:aff9ecb53926ffa8a904e6f7c777eb9379f79a73e6440dab2ee95c6912ae77dc,unknown,2
3,ghcr.io/converged-computing/lammps-time-slim,ghcr.io/converged-computing/lammps-time-slim:latest,58117193,{},unknown,sha256:3b21d0af0f855049a506789c28c548c70ff98da35aec53e142744b6f31ee55d6,unknown,2
4,ghcr.io/converged-computing/lammps-time,ghcr.io/converged-computing/lammps-time:stable_29Aug2024_update1,30439933,{},unknown,sha256:7478e0ac0f23f94b2f27848fbcdf804a670fbf8d4bab26df842d40a10cd33059,unknown,2
5,ghcr.io/converged-computing/lammps-time,ghcr.io/converged-computing/lammps-time:stable_29Aug2024_update1,229724726,{},unknown,sha256:f34ab427df6ed8530cc0e55680f37bd4a6c85aed43f68c7eda2dbb783e769e42,unknown,2
6,ghcr.io/converged-computing/lammps-time,ghcr.io/converged-computing/lammps-time:stable_29Aug2024_update1,32,{},unknown,sha256:4f4fb700ef54461cfa02571ae0db9a0dc1e0cdb5577484a6d75e68dc38e8acc1,unknown,2
7,ghcr.io/converged-computing/lammps-time,ghcr.io/converged-computing/lammps-time:stable_29Aug2024_update1,599470969,{},unknown,sha256:42290bca86eb4c474e2fc82a23a1f137d16076448d3899d45e2bc91e8e8ff98b,unknown,2
8,ghcr.io/converged-computing/lammps-time,ghcr.io/converged-computing/lammps-time:stable_29Aug2024_update1,32,{},unknown,sha256:4f4fb700ef54461cfa02571ae0db9a0dc1e0cdb5577484a6d75e68dc38e8acc1,unknown,2
